,original_word,tokenized_by_bert
1068,"procedures
",['procedures']
1069,"transients
","['transient', '##s']"
1070,"species
",['species']
1071,"whereas
",['whereas']
1072,"sind
","['sin', '##d']"
1073,"shielding
",['shielding']
1074,"far
",['far']
1075,"hardness
",['hardness']
1076,"als
",['als']
1077,"doppler
","['do', '##pp', '##ler']"
1078,"cylindrical
",['cylindrical']
1079,"preparation
",['preparation']
1080,"useful
",['useful']
1081,"difficult
",['difficult']
1082,"arrangement
",['arrangement']
1083,"bundle
",['bundle']
1084,"half
",['half']
1085,"decreases
",['decreases']
1086,"least
",['least']
1087,"sufficient
",['sufficient']
1088,"residual
",['residual']
1089,"desired
",['desired']
1090,"x
",['x']
1091,"e
",['e']
1092,"pressures
",['pressures']
1093,"reflector
","['reflect', '##or']"
1094,"effort
",['effort']
1095,"functions
",['functions']
1096,"best
",['best']
1097,"steady
",['steady']
1098,"w
",['w']
1099,"strong
",['strong']
1100,"hours
",['hours']
1101,"duct
",['duct']
1102,"subsequent
",['subsequent']
1103,"require
",['require']
1104,"column
",['column']
1105,"fixed
",['fixed']
1106,"ionic
",['ionic']
1107,"specified
",['specified']
1108,"homepa
","['home', '##pa']"
1109,"wear
",['wear']
1110,"exposed
",['exposed']
1111,"dimensions
",['dimensions']
1112,"occurred
",['occurred']
1113,"cannot
",['cannot']
1114,"coatings
","['coating', '##s']"
1115,"atom
",['atom']
1116,"units
",['units']
1117,"measuring
",['measuring']
1118,"radioactive
",['radioactive']
1119,"december
",['december']
1120,"##ive
","['#', '#', 'iv', '##e']"
1121,"aqueous
","['a', '##que', '##ous']"
1122,"einer
","['eine', '##r']"
1123,"still
",['still']
1124,"##io
","['#', '#', 'io']"
1125,"cells
",['cells']
1126,"##ent
","['#', '#', 'en', '##t']"
1127,"peaks
",['peaks']
1128,"##me
","['#', '#', 'me']"
1129,"severe
",['severe']
1130,"inc
",['inc']
1131,"assemblies
",['assemblies']
1132,"march
",['march']
1133,"maintained
",['maintained']
1134,"showing
",['showing']
1135,"term
",['term']
1136,"y
",['y']
1137,"zur
",['zur']
1138,"nozzle
","['no', '##zzle']"
1139,"estimate
",['estimate']
1140,"evaluated
",['evaluated']
1141,"subject
",['subject']
1142,"worth
",['worth']
1143,"mechanisms
",['mechanisms']
1144,"ring
",['ring']
1145,"adjacent
",['adjacent']
1146,"apparatus
",['apparatus']
1147,"man
",['man']
1148,"constants
","['constant', '##s']"
1149,"becomes
",['becomes']
1150,"review
",['review']
1151,"stream
",['stream']
1152,"extreme
",['extreme']
1153,"##ir
","['#', '#', 'ir']"
1154,"five
",['five']
1155,"you
",['you']
1156,"reserved
",['reserved']
1157,"hand
",['hand']
1158,"operations
",['operations']
1159,"wave
",['wave']
1160,"differential
",['differential']
1161,"reactions
",['reactions']
1162,"kinetics
","['kinetic', '##s']"
1163,"sources
",['sources']
1164,"runs
",['runs']
1165,"clearly
",['clearly']
1166,"shear
",['shear']
1167,"slightly
",['slightly']
1168,"ground
",['ground']
1169,"c
",['c']
1170,"chloride
",['chloride']
1171,"##um
","['#', '#', 'um']"
1172,"previously
",['previously']
1173,"##ia
","['#', '#', 'ia']"
1174,"commission
",['commission']
1175,"counter
",['counter']
1176,"front
",['front']
1177,"variable
",['variable']
1178,"august
",['august']
1179,"recent
",['recent']
1180,"ratios
",['ratios']
1181,"involved
",['involved']
1182,"six
",['six']
1183,"##ity
","['#', '#', 'it', '##y']"
1184,"##ts
","['#', '#', 'ts']"
1185,"little
",['little']
1186,"plus
",['plus']
1187,"variables
",['variables']
1188,"closed
",['closed']
1189,"i
",['i']
1190,"##type
","['#', '#', 'type']"
1191,"turbulent
",['turbulent']
1192,"image
",['image']
1193,"event
",['event']
1194,"kev
","['ke', '##v']"
1195,"capsules
","['capsule', '##s']"
1196,"advanced
",['advanced']
1197,"reprocessing
","['rep', '##ro', '##ces', '##sing']"
1198,"july
",['july']
1199,"role
",['role']
1200,"limits
",['limits']
1201,"##ra
","['#', '#', 'ra']"
1202,"differences
",['differences']
1203,"impact
",['impact']
1204,"degree
",['degree']
1205,"hydraulic
",['hydraulic']
1206,"establish
",['establish']
1207,"resonance
",['resonance']
1208,"though
",['though']
1209,"plot
",['plot']
1210,"adequate
",['adequate']
1211,"too
",['too']
1212,"project
",['project']
1213,"analyzed
",['analyzed']
1214,"doi
",['doi']
1215,"sem
","['se', '##m']"
1216,"mpa
","['mp', '##a']"
1217,"matter
",['matter']
1218,"independent
",['independent']
1219,"existing
",['existing']
1220,"examined
",['examined']
1221,"qui
",['qui']
1222,"##nd
","['#', '#', 'n', '##d']"
1223,"box
",['box']
1224,"back
",['back']
1225,"subjected
",['subjected']
1226,"installed
",['installed']
1227,"devices
",['devices']
1228,"##ance
","['#', '#', 'an', '##ce']"
1229,"channels
",['channels']
1230,"micro
",['micro']
1231,"http
",['http']
1232,"criteria
",['criteria']
1233,"probe
",['probe']
1234,"##na
","['#', '#', 'na']"
1235,"importance
",['importance']
1236,"parallel
",['parallel']
1237,"year
",['year']
1238,"completed
",['completed']
1239,"mesh
",['mesh']
1240,"##ng
","['#', '#', 'ng']"
1241,"annealed
","['anne', '##ale', '##d']"
1242,"synthesis
",['synthesis']
1243,"essentially
",['essentially']
1244,"##characterization
","['#', '#', 'characterization']"
1245,"allow
",['allow']
1246,"improved
",['improved']
1247,"considerable
",['considerable']
1248,"become
",['become']
1249,"indian
",['indian']
1250,"selection
",['selection']
1251,"characteristic
",['characteristic']
1252,"almost
",['almost']
1253,"width
",['width']
1254,"drive
",['drive']
1255,"relationship
",['relationship']
1256,"bearing
",['bearing']
1257,"depends
",['depends']
1258,"varying
",['varying']
1259,"working
",['working']
1260,"integral
",['integral']
1261,"pellet
","['pe', '##llet']"
1262,"shaft
",['shaft']
1263,"##id
","['#', '#', 'id']"
1264,"commercial
",['commercial']
1265,"metallic
",['metallic']
1266,"##om
","['#', '#', 'om']"
1267,"knowledge
",['knowledge']
1268,"next
",['next']
1269,"again
",['again']
1270,"page
",['page']
1271,"igcar
","['i', '##gc', '##ar']"
1272,"substrate
",['substrate']
1273,"among
",['among']
1274,"gases
",['gases']
1275,"derived
",['derived']
1276,"##de
","['#', '#', 'de']"
1277,"fit
",['fit']
1278,"groups
",['groups']
1279,"emission
",['emission']
1280,"reliability
",['reliability']
1281,"maintenance
",['maintenance']
1282,"q
",['q']
1283,"bond
",['bond']
1284,"gradient
",['gradient']
1285,"##man
","['#', '#', 'man']"
1286,"energies
",['energies']
1287,"##ot
","['#', '#', 'ot']"
1288,"active
",['active']
1289,"aluminum
",['aluminum']
1290,"meter
",['meter']
1291,"usually
",['usually']
1292,"authors
",['authors']
1293,"partial
",['partial']
1294,"##ma
","['#', '#', 'ma']"
1295,"hole
",['hole']
1296,"##ey
","['#', '#', 'e', '##y']"
1297,"##ze
","['#', '#', 'ze']"
1298,"start
",['start']
1299,"coupled
",['coupled']
1300,"ferrite
","['fe', '##rri', '##te']"
1301,"possibility
",['possibility']
1302,"exit
",['exit']
1303,"block
",['block']
1304,"appear
",['appear']
1305,"##ay
","['#', '#', 'a', '##y']"
1306,"how
",['how']
1307,"detail
",['detail']
1308,"january
",['january']
1309,"develop
",['develop']
1310,"##il
","['#', '#', 'il']"
1311,"ltd
",['ltd']
1312,"##ty
","['#', '#', 'ty']"
1313,"contain
",['contain']
1314,"take
",['take']
1315,"sub
",['sub']
1316,"precipitates
","['pre', '##ci', '##pit', '##ates']"
1317,"days
",['days']
1318,"evolution
",['evolution']
1319,"wurde
","['wu', '##rde']"
1320,"o
",['o']
1321,"saturation
","['sat', '##uration']"
1322,"los
",['los']
1323,"clear
",['clear']
1324,"contained
",['contained']
1325,"##un
","['#', '#', 'un']"
1326,"transformation
",['transformation']
1327,"fire
",['fire']
1328,"consideration
",['consideration']
1329,"represents
",['represents']
1330,"mentioned
",['mentioned']
1331,"##em
","['#', '#', 'em']"
1332,"nor
",['nor']
1333,"##ally
","['#', '#', 'ally']"
1334,"square
",['square']
1335,"coupling
",['coupling']
1336,"february
",['february']
1337,"contains
",['contains']
1338,"combined
",['combined']
1339,"double
",['double']
1340,"tem
","['te', '##m']"
1341,"fully
",['fully']
1342,"penetration
",['penetration']
1343,"microstructural
","['micro', '##st', '##ru', '##ct', '##ural']"
1344,"author
",['author']
1345,"nearly
",['nearly']
1346,"accurate
",['accurate']
1347,"convection
",['convection']
1348,"nucl
","['nu', '##cl']"
1349,"molecular
",['molecular']
1350,"prototype
",['prototype']
1351,"ceramic
",['ceramic']
1352,"inpile
","['in', '##pile']"
1353,"driver
",['driver']
1354,"inter
",['inter']
1355,"sampling
",['sampling']
1356,"separate
",['separate']
1357,"requires
",['requires']
1358,"throughout
",['throughout']
1359,"z
",['z']
1360,"released
",['released']
1361,"nicht
","['nic', '##ht']"
1362,"early
",['early']
1363,"bar
",['bar']
1364,"enough
",['enough']
1365,"remove
",['remove']
1366,"##be
","['#', '#', 'be']"
1367,"represent
",['represent']
1368,"what
",['what']
1369,"leading
",['leading']
1370,"##od
","['#', '#', 'o', '##d']"
1371,"lifetime
",['lifetime']
1372,"connected
",['connected']
1373,"sensitive
",['sensitive']
1374,"background
",['background']
1375,"decreased
",['decreased']
1376,"ferritic
","['fe', '##rri', '##tic']"
1377,"completely
",['completely']
1378,"whether
",['whether']
1379,"conversion
",['conversion']
1380,"common
",['common']
1381,"multi
",['multi']
1382,"excess
",['excess']
1383,"oxides
","['oxide', '##s']"
1384,"copper
",['copper']
1385,"contribution
",['contribution']
1386,"##of
","['#', '#', 'of']"
1387,"original
",['original']
1388,"hightemperature
","['high', '##tem', '##per', '##at', '##ure']"
1389,"avoid
",['avoid']
1390,"cavitation
","['ca', '##vita', '##tion']"
1391,"sci
",['sci']
1392,"objective
",['objective']
1393,"true
",['true']
1394,"probability
",['probability']
1395,"layers
",['layers']
1396,"list
",['list']
1397,"describe
",['describe']
1398,"u
",['u']
1399,"predict
",['predict']
1400,"treated
",['treated']
1401,"##ni
","['#', '#', 'ni']"
1402,"combination
",['combination']
1403,"identical
",['identical']
1404,"sheet
",['sheet']
1405,"spectroscopy
",['spectroscopy']
1406,"##ad
","['#', '#', 'ad']"
1407,"predictions
",['predictions']
1408,"metallurgy
","['metal', '##lu', '##rgy']"
1409,"ref
",['ref']
1410,"station
",['station']
1411,"electrolyte
","['electro', '##ly', '##te']"
1412,"met
",['met']
1413,"designs
",['designs']
1414,"ver
","['ve', '##r']"
1415,"bed
",['bed']
1416,"considerations
",['considerations']
1417,"company
",['company']
1418,"trans
",['trans']
1419,"insertion
",['insertion']
1420,"electronic
",['electronic']
1421,"info
",['info']
1422,"relation
",['relation']
1423,"guide
",['guide']
1424,"manner
",['manner']
1425,"poison
",['poison']
1426,"tamil
",['tamil']
1427,"deposited
",['deposited']
1428,"frequencies
",['frequencies']
1429,"nadu
",['nadu']
1430,"unter
","['un', '##ter']"
1431,"balance
",['balance']
1432,"target
",['target']
1433,"post
",['post']
1434,"investigations
",['investigations']
1435,"later
",['later']
1436,"permit
",['permit']
1437,"sensors
",['sensors']
1438,"evaluate
",['evaluate']
1439,"annular
","['ann', '##ular']"
1440,"assessment
",['assessment']
1441,"turbine
",['turbine']
1442,"argonne
","['ar', '##gon', '##ne']"
1443,"nanoparticles
","['nano', '##par', '##tic', '##les']"
1444,"##he
","['#', '#', 'he']"
1445,"course
",['course']
1446,"plotted
",['plotted']
1447,"recovery
",['recovery']
1448,"vibration
",['vibration']
1449,"prediction
",['prediction']
1450,"hold
",['hold']
1451,"turn
",['turn']
1452,"particularly
",['particularly']
1453,"action
",['action']
1454,"##im
","['#', '#', 'im']"
1455,"fine
",['fine']
1456,"identified
",['identified']
1457,"activities
",['activities']
1458,"fluxes
","['flux', '##es']"
1459,"soc
",['soc']
1460,"auch
","['au', '##ch']"
1461,"slow
",['slow']
1462,"ensure
",['ensure']
1463,"get
",['get']
1464,"feed
",['feed']
1465,"pas
",['pas']
1466,"fermi
","['fe', '##rmi']"
1467,"tungsten
","['tung', '##sten']"
1468,"scheme
",['scheme']
1469,"his
",['his']
1470,"joints
",['joints']
1471,"installation
",['installation']
1472,"transmission
",['transmission']
1473,"parts
",['parts']
1474,"distributions
",['distributions']
1475,"profiles
",['profiles']
1476,"bubble
",['bubble']
1477,"diese
","['dies', '##e']"
1478,"capability
",['capability']
1479,"especially
",['especially']
1480,"just
",['just']
1481,"beyond
",['beyond']
1482,"##ns
","['#', '#', 'ns']"
1483,"includes
",['includes']
1484,"passive
",['passive']
1485,"according
",['according']
1486,"valves
",['valves']
1487,"cracks
",['cracks']
1488,"foil
",['foil']
1489,"programs
",['programs']
1490,"steps
",['steps']
1491,"cluster
",['cluster']
1492,"static
",['static']
1493,"interactions
",['interactions']
1494,"detected
",['detected']
1495,"edge
",['edge']
1496,"initially
",['initially']
1497,"##ha
","['#', '#', 'ha']"
1498,"##ee
","['#', '#', 'ee']"
1499,"flat
",['flat']
1500,"network
",['network']
1501,"real
",['real']
1502,"tio
","['ti', '##o']"
1503,"metallurgical
","['metal', '##lu', '##rg', '##ical']"
1504,"listed
",['listed']
1505,"bmi
","['b', '##mi']"
1506,"##co
","['#', '#', 'co']"
1507,"reason
",['reason']
1508,"jet
",['jet']
1509,"raj
",['raj']
1510,"aisi
","['ai', '##si']"
1511,"elevated
",['elevated']
1512,"electrodes
","['electrode', '##s']"
1513,"xrd
","['x', '##rd']"
1514,"inert
","['in', '##ert']"
1515,"welded
",['welded']
1516,"shift
",['shift']
1517,"proportional
",['proportional']
1518,"ka
",['ka']
1519,"oil
",['oil']
1520,"ductility
","['duct', '##ility']"
1521,"##og
","['#', '#', 'og']"
1522,"maintain
",['maintain']
1523,"understanding
",['understanding']
1524,"startup
",['startup']
1525,"fissile
","['fis', '##sil', '##e']"
1526,"##am
","['#', '#', 'am']"
1527,"hardening
","['harden', '##ing']"
1528,"varied
",['varied']
1529,"filters
",['filters']
1530,"likely
",['likely']
1531,"##ers
","['#', '#', 'er', '##s']"
1532,"quantities
",['quantities']
1533,"cavity
",['cavity']
1534,"revealed
",['revealed']
1535,"##ter
","['#', '#', 'ter']"
1536,"##va
","['#', '#', 'va']"
1537,"propagation
",['propagation']
1538,"reynolds
",['reynolds']
1539,"einem
","['eine', '##m']"
1540,"aspects
",['aspects']
1541,"observations
",['observations']
1542,"##son
","['#', '#', 'son']"
1543,"walls
",['walls']
1544,"##ine
","['#', '#', 'in', '##e']"
1545,"##ol
","['#', '#', 'ol']"
1546,"introduced
",['introduced']
1547,"exchange
",['exchange']
1548,"extended
",['extended']
1549,"transducer
","['trans', '##du', '##cer']"
1550,"thorium
","['thor', '##ium']"
1551,"depending
",['depending']
1552,"digital
",['digital']
1553,"chromium
","['ch', '##rom', '##ium']"
1554,"##ton
","['#', '#', 'ton']"
1555,"determining
",['determining']
1556,"comlocate
","['com', '##lo', '##cate']"
1557,"ste
",['ste']
1558,"grade
",['grade']
1559,"ten
",['ten']
1560,"##ul
","['#', '#', 'ul']"
1561,"kumar
",['kumar']
1562,"indicating
",['indicating']
1563,"mol
","['mo', '##l']"
1564,"breeding
",['breeding']
1565,"inserted
",['inserted']
1566,"aip
","['ai', '##p']"
1567,"iodine
","['io', '##dine']"
1568,"insulation
",['insulation']
1569,"access
",['access']
1570,"cable
",['cable']
1571,"consider
",['consider']
1572,"quantity
",['quantity']
1573,"sites
",['sites']
1574,"int
",['int']
1575,"protection
",['protection']
1576,"together
",['together']
1577,"##no
","['#', '#', 'no']"
1578,"conclusions
",['conclusions']
1579,"nominal
",['nominal']
1580,"amounts
",['amounts']
1581,"reasonable
",['reasonable']
1582,"dynamics
",['dynamics']
1583,"##ate
","['#', '#', 'ate']"
1584,"rao
",['rao']
1585,"cathode
","['cat', '##ho', '##de']"
1586,"monitor
",['monitor']
1587,"latter
",['latter']
1588,"consistent
",['consistent']
1589,"sont
","['son', '##t']"
1590,"mwe
","['mw', '##e']"
1591,"path
",['path']
1592,"absorber
","['absorb', '##er']"
1593,"##ro
","['#', '#', 'ro']"
1594,"vapour
","['va', '##pour']"
1595,"attached
",['attached']
1596,"filled
",['filled']
1597,"ambient
",['ambient']
1598,"node
",['node']
1599,"reached
",['reached']
1600,"demonstrated
",['demonstrated']
1601,"practical
",['practical']
1602,"##up
","['#', '#', 'up']"
1603,"resulted
",['resulted']
1604,"ooo
","['o', '##oo']"
1605,"tension
",['tension']
1606,"hexagonal
","['he', '##xa', '##gonal']"
1607,"##ow
","['#', '#', 'ow']"
1608,"threshold
",['threshold']
1609,"mainly
",['mainly']
1610,"assumption
",['assumption']
1611,"deviation
",['deviation']
1612,"##and
","['#', '#', 'and']"
