,original_word,tokenized_by_bert
701,"westinghouse
","['west', '##ing', '##house']"
702,"cation
","['cat', '##ion']"
703,"sowie
","['so', '##wi', '##e']"
704,"entrainment
","['en', '##train', '##ment']"
705,"nom
","['no', '##m']"
706,"oss
","['os', '##s']"
707,"mesure
","['me', '##sure']"
708,"##characterisation
","['character', '##isation']"
709,"##ungen
","['un', '##gen']"
710,"##pite
","['pit', '##e']"
711,"##oj
","['o', '##j']"
712,"linearly
","['linear', '##ly']"
713,"nucleate
","['nu', '##cle', '##ate']"
714,"shroud
","['sh', '##roud']"
715,"driv
","['dr', '##iv']"
716,"subchannel
","['sub', '##channel']"
717,"##zs
","['z', '##s']"
718,"ean
","['ea', '##n']"
719,"extrusion
","['ex', '##tr', '##usion']"
720,"##isation
","['isa', '##tion']"
721,"cont
","['con', '##t']"
722,"##ach
","['ac', '##h']"
723,"nanofluids
","['nano', '##fl', '##uid', '##s']"
724,"ith
","['it', '##h']"
725,"insulator
","['ins', '##ulator']"
726,"hysteresis
","['h', '##yst', '##eres', '##is']"
727,"uniaxial
","['un', '##ia', '##xia', '##l']"
728,"vapeur
","['va', '##pe', '##ur']"
729,"zeit
","['ze', '##it']"
730,"resonances
","['resonance', '##s']"
731,"##ans
","['an', '##s']"
732,"verdichter
","['verdi', '##cht', '##er']"
733,"fuses
","['fuse', '##s']"
734,"bes
","['be', '##s']"
735,"##ient
","['ie', '##nt']"
736,"##fer
","['fe', '##r']"
737,"att
","['at', '##t']"
738,"broadening
","['broad', '##ening']"
739,"ges
","['ge', '##s']"
740,"##ell
","['el', '##l']"
741,"##oid
","['o', '##id']"
742,"oes
","['o', '##es']"
743,"midplane
","['mid', '##plane']"
744,"mot
","['mo', '##t']"
745,"worths
","['worth', '##s']"
746,"weldments
","['we', '##ld', '##ments']"
747,"##pur
","['pu', '##r']"
748,"zppr
","['z', '##pp', '##r']"
749,"##nen
","['ne', '##n']"
750,"recycle
","['rec', '##y', '##cle']"
751,"sos
","['so', '##s']"
752,"estimating
","['est', '##imating']"
753,"acknowledgement
","['acknowledge', '##ment']"
754,"##ves
","['ve', '##s']"
755,"beo
","['be', '##o']"
756,"##vl
","['v', '##l']"
757,"battelle
","['bat', '##tell', '##e']"
758,"##ities
","['it', '##ies']"
759,"stoichiometry
","['st', '##oic', '##hi', '##ome', '##try']"
760,"instantaneous
","['instant', '##aneous']"
761,"##temperatur
","['temper', '##at', '##ur']"
762,"polycrystalline
","['poly', '##cr', '##yst', '##all', '##ine']"
763,"leur
","['le', '##ur']"
764,"waveguide
","['wave', '##guide']"
765,"ruthenium
","['ruth', '##eni', '##um']"
766,"cro
","['cr', '##o']"
767,"bau
","['ba', '##u']"
768,"characterize
","['character', '##ize']"
769,"actinide
","['act', '##ini', '##de']"
770,"ccc
","['cc', '##c']"
771,"stratification
","['st', '##rat', '##ification']"
772,"##hh
","['h', '##h']"
773,"mno
","['mn', '##o']"
774,"dilute
","['dil', '##ute']"
775,"torr
","['tor', '##r']"
776,"superconducting
","['super', '##con', '##du', '##cting']"
777,"fissionproduct
","['fission', '##pro', '##du', '##ct']"
778,"rrr
","['rr', '##r']"
779,"##ité
","['it', '##e']"
780,"##ique
","['iq', '##ue']"
781,"oos
","['o', '##os']"
782,"uny
","['un', '##y']"
783,"anion
","['an', '##ion']"
784,"hydride
","['h', '##yd', '##ride']"
785,"macroscopic
","['macro', '##scopic']"
786,"softening
","['soft', '##ening']"
787,"fissiongas
","['fission', '##gas']"
788,"##ating
","['at', '##ing']"
789,"refractory
","['ref', '##rac', '##tory']"
790,"crossflow
","['cross', '##flow']"
791,"##ww
","['w', '##w']"
792,"necessari
","['nec', '##ess', '##ari']"
793,"warranty
","['warrant', '##y']"
794,"##doped
","['do', '##ped']"
795,"sein
","['se', '##in']"
796,"capacitance
","['cap', '##ac', '##itan', '##ce']"
797,"controlrod
","['control', '##rod']"
798,"exposures
","['exposure', '##s']"
799,"qualitative
","['qu', '##ali', '##tative']"
800,"vel
","['ve', '##l']"
801,"reuse
","['re', '##use']"
802,"toa
","['to', '##a']"
803,"calorimetry
","['cal', '##ori', '##metry']"
804,"inreactor
","['in', '##rea', '##ctor']"
805,"##ied
","['ie', '##d']"
806,"##ory
","['or', '##y']"
807,"fastreactor
","['fast', '##rea', '##ctor']"
808,"cations
","['cat', '##ions']"
809,"##ations
","['at', '##ions']"
810,"martensitic
","['mart', '##ens', '##itic']"
811,"aes
","['ae', '##s']"
812,"alamos
","['alam', '##os']"
813,"##keit
","['kei', '##t']"
814,"zro
","['z', '##ro']"
815,"##eren
","['er', '##en']"
816,"batiment
","['bat', '##ime', '##nt']"
817,"sre
","['sr', '##e']"
818,"##ece
","['ec', '##e']"
819,"nodal
","['nod', '##al']"
820,"##oi
","['o', '##i']"
821,"ons
","['on', '##s']"
822,"##iert
","['ie', '##rt']"
823,"inertia
","['in', '##ert', '##ia']"
824,"comp
","['com', '##p']"
825,"comme
","['com', '##me']"
826,"##ute
","['ut', '##e']"
827,"ast
","['as', '##t']"
828,"microhardness
","['micro', '##hard', '##ness']"
829,"mox
","['mo', '##x']"
830,"disassembly
","['di', '##sas', '##se', '##mb', '##ly']"
831,"conjuncti
","['con', '##jun', '##ct', '##i']"
832,"verschiedene
","['ve', '##rs', '##chi', '##ede', '##ne']"
833,"cermet
","['ce', '##rm', '##et']"
834,"##ide
","['id', '##e']"
835,"highpressure
","['high', '##press', '##ure']"
836,"##ees
","['ee', '##s']"
837,"dryout
","['dry', '##out']"
838,"dissipation
","['di', '##ssi', '##pati', '##on']"
839,"##tem
","['te', '##m']"
840,"folgende
","['f', '##ol', '##gen', '##de']"
841,"##oq
","['o', '##q']"
842,"centrifugal
","['cent', '##ri', '##fu', '##gal']"
843,"applicability
","['app', '##lica', '##bility']"
844,"terphenyl
","['ter', '##ph', '##en', '##yl']"
845,"distillation
","['di', '##sti', '##llation']"
846,"adiabatic
","['adi', '##aba', '##tic']"
847,"coils
","['coil', '##s']"
848,"minimized
","['minimize', '##d']"
849,"##gy
","['g', '##y']"
850,"pes
","['pe', '##s']"
851,"ani
","['an', '##i']"
852,"electrorefining
","['electro', '##re', '##fin', '##ing']"
853,"ductile
","['duct', '##ile']"
854,"tos
","['to', '##s']"
855,"##irradiated
","['ir', '##rad', '##iated']"
856,"##zi
","['z', '##i']"
857,"hin
","['hi', '##n']"
858,"##ess
","['es', '##s']"
859,"ammonium
","['am', '##monium']"
860,"tat
","['ta', '##t']"
861,"quenching
","['que', '##nch', '##ing']"
862,"cle
","['cl', '##e']"
863,"aoe
","['ao', '##e']"
864,"ation
","['at', '##ion']"
865,"describ
","['des', '##cr', '##ib']"
866,"gasket
","['gas', '##ke', '##t']"
867,"mwdt
","['mw', '##dt']"
868,"lon
","['lo', '##n']"
869,"mesures
","['me', '##sure', '##s']"
870,"mow
","['mo', '##w']"
871,"##eb
","['e', '##b']"
872,"particulate
","['part', '##iculate']"
873,"poy
","['po', '##y']"
874,"pos
","['po', '##s']"
875,"fluorescence
","['flu', '##orescence']"
876,"subcritical
","['sub', '##cr', '##itical']"
877,"##ative
","['at', '##ive']"
878,"ret
","['re', '##t']"
879,"filtration
","['fi', '##lt', '##ration']"
880,"naasr
","['na', '##as', '##r']"
881,"##wt
","['w', '##t']"
882,"leistungs
","['lei', '##st', '##ung', '##s']"
883,"fre
","['fr', '##e']"
884,"sensitization
","['sen', '##sit', '##ization']"
885,"méme
","['me', '##me']"
886,"oscillation
","['os', '##ci', '##llation']"
887,"wer
","['we', '##r']"
888,"##izing
","['i', '##zing']"
889,"fbtr
","['f', '##bt', '##r']"
890,"##dg
","['d', '##g']"
891,"lath
","['la', '##th']"
892,"richland
","['rich', '##land']"
893,"baffle
","['ba', '##ffle']"
894,"hydrostatic
","['hydro', '##static']"
895,"inv
","['in', '##v']"
896,"sae
","['sa', '##e']"
897,"##dis
","['di', '##s']"
898,"oor
","['o', '##or']"
899,"hedl
","['he', '##dl']"
900,"vil
","['vi', '##l']"
901,"exponent
","['expo', '##nent']"
902,"ony
","['on', '##y']"
903,"discrepancy
","['disc', '##re', '##pan', '##cy']"
904,"##lv
","['l', '##v']"
905,"réacteurs
","['react', '##eurs']"
906,"wenn
","['wen', '##n']"
907,"ess
","['es', '##s']"
908,"heterogeneous
","['het', '##ero', '##gen', '##eous']"
909,"concentric
","['con', '##centric']"
910,"thermostat
","['the', '##rm', '##osta', '##t']"
911,"##igen
","['i', '##gen']"
912,"##nv
","['n', '##v']"
913,"aber
","['abe', '##r']"
914,"puissance
","['pu', '##issa', '##nce']"
915,"viscous
","['vis', '##cous']"
916,"##wy
","['w', '##y']"
917,"physica
","['ph', '##ys', '##ica']"
918,"tol
","['to', '##l']"
919,"##iod
","['io', '##d']"
920,"filler
","['fill', '##er']"
921,"bol
","['bo', '##l']"
922,"tees
","['tee', '##s']"
923,"mais
","['mai', '##s']"
924,"##fo
","['f', '##o']"
925,"ano
","['an', '##o']"
926,"lag
","['la', '##g']"
927,"dafi
","['da', '##fi']"
928,"volt
","['vol', '##t']"
929,"##uu
","['u', '##u']"
930,"##rp
","['r', '##p']"
931,"##tg
","['t', '##g']"
932,"indentation
","['ind', '##entation']"
933,"crp
","['cr', '##p']"
934,"##qe
","['q', '##e']"
935,"suo
","['su', '##o']"
936,"neura
","['ne', '##ura']"
937,"adv
","['ad', '##v']"
938,"##gn
","['g', '##n']"
939,"tid
","['ti', '##d']"
940,"ple
","['pl', '##e']"
941,"ove
","['o', '##ve']"
942,"##gg
","['g', '##g']"
943,"scc
","['sc', '##c']"
944,"microns
","['micro', '##ns']"
945,"phosphor
","['ph', '##os', '##ph', '##or']"
946,"##ef
","['e', '##f']"
947,"ture
","['tu', '##re']"
948,"thermodynamics
","['the', '##rm', '##od', '##yna', '##mics']"
949,"##sel
","['se', '##l']"
950,"ble
","['b', '##le']"
951,"deformed
","['def', '##or', '##med']"
952,"iaea
","['ia', '##ea']"
953,"##ord
","['or', '##d']"
954,"completeness
","['complete', '##ness']"
955,"fluctuation
","['flu', '##ct', '##uation']"
956,"bor
","['bo', '##r']"
957,"oxidized
","['ox', '##idi', '##zed']"
958,"##amm
","['am', '##m']"
959,"ett
","['et', '##t']"
960,"kiihlmittel
","['ki', '##ih', '##lm', '##itte', '##l']"
961,"uoz
","['u', '##oz']"
962,"neutrones
","['neutron', '##es']"
963,"nubow
","['nu', '##bow']"
964,"##ior
","['io', '##r']"
965,"##ado
","['ad', '##o']"
966,"##hom
","['ho', '##m']"
967,"moltensalt
","['molten', '##sal', '##t']"
968,"spectroscopic
","['spec', '##tro', '##scopic']"
969,"bismuth
","['bis', '##mut', '##h']"
970,"auslegung
","['aus', '##leg', '##ung']"
971,"sav
","['sa', '##v']"
972,"thi
","['th', '##i']"
973,"ome
","['om', '##e']"
974,"wor
","['wo', '##r']"
975,"diam
","['dia', '##m']"
976,"##ible
","['ib', '##le']"
977,"##ger
","['ge', '##r']"
978,"metastable
","['meta', '##sta', '##ble']"
979,"ftsec
","['ft', '##se', '##c']"
980,"bereits
","['be', '##re', '##its']"
981,"isd
","['is', '##d']"
982,"##sz
","['s', '##z']"
983,"hrs
","['hr', '##s']"
984,"probes
","['probe', '##s']"
985,"constructors
","['construct', '##ors']"
986,"unbalance
","['un', '##balance']"
987,"biofilm
","['bio', '##film']"
988,"radon
","['ra', '##don']"
989,"betriebs
","['bet', '##rie', '##bs']"
990,"##ani
","['an', '##i']"
991,"tangential
","['tangent', '##ial']"
992,"ffif
","['ff', '##if']"
993,"gammaray
","['gamma', '##ray']"
994,"bcc
","['bc', '##c']"
995,"##tca
","['tc', '##a']"
996,"cer
","['ce', '##r']"
997,"nen
","['ne', '##n']"
998,"approximations
","['approximation', '##s']"
999,"ond
","['on', '##d']"
1000,"titration
","['ti', '##tra', '##tion']"
1001,"midpoint
","['mid', '##point']"
1002,"inset
","['ins', '##et']"
1003,"liquidmetal
","['liquid', '##met', '##al']"
1004,"selfshielding
","['self', '##shi', '##eld', '##ing']"
1005,"##xy
","['x', '##y']"
1006,"pra
","['pr', '##a']"
1007,"##uz
","['u', '##z']"
1008,"tne
","['tn', '##e']"
1009,"permeability
","['per', '##me', '##ability']"
1010,"qua
","['qu', '##a']"
1011,"som
","['so', '##m']"
1012,"leistung
","['lei', '##st', '##ung']"
1013,"eg
","['e', '##g']"
1014,"adhesion
","['ad', '##hesion']"
1015,"corrosive
","['co', '##rro', '##sive']"
1016,"sus
","['su', '##s']"
1017,"subcontractors
","['sub', '##con', '##tra', '##ctors']"
1018,"oto
","['ot', '##o']"
1019,"infringe
","['in', '##fr', '##inge']"
1020,"magnetite
","['magnet', '##ite']"
1021,"nvhl
","['n', '##v', '##hl']"
1022,"ods
","['o', '##ds']"
1023,"lanthanides
","['lan', '##than', '##ides']"
1024,"composites
","['composite', '##s']"
1025,"nem
","['ne', '##m']"
1026,"filament
","['fi', '##lam', '##ent']"
1027,"##imica
","['im', '##ica']"
1028,"uranyl
","['ur', '##any', '##l']"
1029,"grids
","['grid', '##s']"
1030,"énergie
","['en', '##er', '##gie']"
1031,"ecs
","['ec', '##s']"
1032,"##nal
","['na', '##l']"
1033,"gol
","['go', '##l']"
1034,"anisotropy
","['an', '##iso', '##tro', '##py']"
1035,"wetting
","['wet', '##ting']"
1036,"fait
","['fai', '##t']"
1037,"hol
","['ho', '##l']"
1038,"multiplier
","['multi', '##pl', '##ier']"
1039,"##ita
","['it', '##a']"
1040,"aie
","['ai', '##e']"
1041,"zpr
","['z', '##pr']"
1042,"ei
","['e', '##i']"
1043,"tas
","['ta', '##s']"
1044,"weighting
","['weight', '##ing']"
1045,"sei
","['se', '##i']"
1046,"analyse
","['anal', '##yse']"
1047,"##wl
","['w', '##l']"
1048,"vee
","['ve', '##e']"
1049,"##rmomechanical
","['rm', '##ome', '##chan', '##ical']"
1050,"constitutive
","['con', '##sti', '##tu', '##tive']"
1051,"gcfr
","['g', '##c', '##fr']"
1052,"permissible
","['per', '##missible']"
1053,"##ano
","['an', '##o']"
1054,"wrapper
","['wrap', '##per']"
1055,"penetrations
","['penetration', '##s']"
1056,"sump
","['sum', '##p']"
1057,"lif
","['li', '##f']"
1058,"##iti
","['it', '##i']"
1059,"offgas
","['off', '##gas']"
1060,"tiap
","['tia', '##p']"
1061,"introduc
","['intro', '##du', '##c']"
1062,"hoe
","['ho', '##e']"
1063,"deduced
","['de', '##duced']"
1064,"electrolytic
","['electro', '##ly', '##tic']"
1065,"dann
","['dan', '##n']"
1066,"##zg
","['z', '##g']"
1067,"readout
","['read', '##out']"
1068,"##ble
","['b', '##le']"
1069,"tions
","['ti', '##ons']"
1070,"sed
","['se', '##d']"
1071,"beide
","['bei', '##de']"
1072,"ober
","['obe', '##r']"
1073,"analyz
","['anal', '##y', '##z']"
1074,"ergebnisse
","['er', '##ge', '##bn', '##isse']"
1075,"dep
","['de', '##p']"
1076,"transgranular
","['trans', '##gra', '##nu', '##lar']"
1077,"epr
","['ep', '##r']"
1078,"gro
","['gr', '##o']"
1079,"gegen
","['ge', '##gen']"
1080,"crosssectional
","['cross', '##section', '##al']"
1081,"eto
","['et', '##o']"
1082,"crosssections
","['cross', '##section', '##s']"
1083,"fie
","['fi', '##e']"
1084,"thermography
","['the', '##rm', '##ography']"
1085,"crystallite
","['crystal', '##lite']"
1086,"##ym
","['y', '##m']"
1087,"dont
","['don', '##t']"
1088,"vergleich
","['ve', '##rg', '##lei', '##ch']"
1089,"##zn
","['z', '##n']"
1090,"droplet
","['drop', '##let']"
1091,"krypton
","['k', '##ry', '##pton']"
1092,"zirconia
","['z', '##ir', '##con', '##ia']"
1093,"sensitized
","['sen', '##sit', '##ized']"
1094,"logarithmic
","['log', '##ari', '##th', '##mic']"
1095,"keine
","['kei', '##ne']"
1096,"##ett
","['et', '##t']"
1097,"##rer
","['re', '##r']"
1098,"sup
","['su', '##p']"
1099,"##gl
","['g', '##l']"
1100,"##stoichiometric
","['st', '##oic', '##hi', '##ometric']"
1101,"komponenten
","['ko', '##mp', '##one', '##nte', '##n']"
1102,"hes
","['he', '##s']"
1103,"atmospheres
","['atmosphere', '##s']"
1104,"diesem
","['dies', '##em']"
1105,"nitriding
","['ni', '##tri', '##ding']"
1106,"tabulated
","['tab', '##ulated']"
1107,"stt
","['st', '##t']"
1108,"upto
","['up', '##to']"
1109,"##uod
","['u', '##od']"
1110,"notches
","['notch', '##es']"
1111,"ect
","['ec', '##t']"
1112,"chellapandi
","['che', '##lla', '##pan', '##di']"
1113,"od
","['o', '##d']"
1114,"méglich
","['meg', '##lich']"
1115,"rea
","['re', '##a']"
1116,"acidity
","['acid', '##ity']"
1117,"##lg
","['l', '##g']"
1118,"sty
","['st', '##y']"
1119,"sulphur
","['sul', '##ph', '##ur']"
1120,"ger
","['ge', '##r']"
1121,"tempering
","['temper', '##ing']"
1122,"correlate
","['co', '##rre', '##late']"
1123,"ebri
","['e', '##bri']"
1124,"zeigt
","['ze', '##ig', '##t']"
1125,"deformations
","['deformation', '##s']"
1126,"##wer
","['we', '##r']"
1127,"mehr
","['me', '##hr']"
1128,"phenix
","['ph', '##eni', '##x']"
1129,"ite
","['it', '##e']"
1130,"magnification
","['mag', '##ni', '##fication']"
1131,"ncm
","['nc', '##m']"
1132,"jaeri
","['jae', '##ri']"
1133,"durations
","['duration', '##s']"
1134,"stacking
","['stack', '##ing']"
1135,"nvt
","['n', '##v', '##t']"
1136,"uran
","['ur', '##an']"
1137,"ona
","['on', '##a']"
1138,"evaluations
","['evaluation', '##s']"
1139,"ebr
","['e', '##br']"
1140,"##dn
","['d', '##n']"
1141,"##tio
","['ti', '##o']"
1142,"dabe
","['da', '##be']"
1143,"radionuclides
","['radio', '##nu', '##cl', '##ides']"
1144,"##wh
","['w', '##h']"
1145,"graphene
","['graph', '##ene']"
1146,"tracer
","['trace', '##r']"
1147,"dop
","['do', '##p']"
1148,"neutronic
","['neutron', '##ic']"
1149,"##ij
","['i', '##j']"
1150,"berechnung
","['be', '##re', '##ch', '##nu', '##ng']"
1151,"##ire
","['ir', '##e']"
1152,"sn
","['s', '##n']"
1153,"##cién
","['ci', '##en']"
1154,"buoyancy
","['bu', '##oya', '##ncy']"
1155,"tertiar
","['ter', '##tia', '##r']"
1156,"##ura
","['ur', '##a']"
1157,"incorporat
","['inc', '##or', '##por', '##at']"
1158,"summarize
","['sum', '##mar', '##ize']"
1159,"ais
","['ai', '##s']"
1160,"serrated
","['serra', '##ted']"
1161,"msd
","['ms', '##d']"
1162,"coldworked
","['cold', '##work', '##ed']"
1163,"valeur
","['vale', '##ur']"
1164,"wir
","['wi', '##r']"
1165,"##ln
","['l', '##n']"
1166,"##ose
","['os', '##e']"
1167,"##tm
","['t', '##m']"
1168,"essais
","['es', '##sai', '##s']"
1169,"cutoff
","['cut', '##off']"
1170,"spert
","['sp', '##ert']"
1171,"burnups
","['burn', '##ups']"
1172,"pbo
","['p', '##bo']"
1173,"##tte
","['tt', '##e']"
1174,"evaporator
","['eva', '##por', '##ator']"
1175,"acs
","['ac', '##s']"
1176,"simulating
","['sim', '##ulating']"
1177,"##nce
","['nc', '##e']"
1178,"arora
","['ar', '##ora']"
1179,"notched
","['notch', '##ed']"
1180,"sce
","['sc', '##e']"
1181,"nanowires
","['nano', '##wire', '##s']"
1182,"combustible
","['comb', '##ust', '##ible']"
1183,"zr
","['z', '##r']"
1184,"##vm
","['v', '##m']"
1185,"saa
","['sa', '##a']"
1186,"pertain
","['per', '##tain']"
1187,"oni
","['on', '##i']"
1188,"eoe
","['e', '##oe']"
1189,"cea
","['ce', '##a']"
1190,"pel
","['pe', '##l']"
1191,"cerium
","['ce', '##rium']"
1192,"unc
","['un', '##c']"
1193,"##enden
","['end', '##en']"
1194,"oy
","['o', '##y']"
1195,"puc
","['pu', '##c']"
1196,"meltn
","['melt', '##n']"
1197,"disadvantages
","['disadvantage', '##s']"
1198,"##bh
","['b', '##h']"
1199,"##ort
","['or', '##t']"
1200,"##ait
","['ai', '##t']"
1201,"oat
","['o', '##at']"
1202,"wre
","['wr', '##e']"
1203,"vot
","['vo', '##t']"
1204,"spectre
","['spec', '##tre']"
1205,"##ator
","['at', '##or']"
1206,"anisotropic
","['an', '##iso', '##tro', '##pic']"
1207,"lubrication
","['lu', '##bri', '##cation']"
1208,"fortran
","['fort', '##ran']"
1209,"protons
","['proton', '##s']"
1210,"radii
","['ra', '##di', '##i']"
1211,"##rad
","['ra', '##d']"
1212,"pression
","['press', '##ion']"
1213,"dpa
","['d', '##pa']"
1214,"gos
","['go', '##s']"
1215,"##ele
","['el', '##e']"
1216,"superheat
","['super', '##hea', '##t']"
1217,"incoloy
","['inc', '##olo', '##y']"
1218,"creepfatigue
","['creep', '##fat', '##ig', '##ue']"
1219,"cra
","['cr', '##a']"
1220,"##ois
","['o', '##is']"
1221,"doij
","['doi', '##j']"
1222,"##ues
","['u', '##es']"
1223,"##hn
","['h', '##n']"
1224,"tempera
","['temper', '##a']"
1225,"wot
","['wo', '##t']"
1226,"##uw
","['u', '##w']"
1227,"flowmeters
","['flow', '##meter', '##s']"
1228,"hiillrohr
","['hi', '##ill', '##ro', '##hr']"
1229,"cur
","['cu', '##r']"
1230,"##vel
","['ve', '##l']"
1231,"ainsi
","['ain', '##si']"
1232,"valence
","['vale', '##nce']"
1233,"lis
","['li', '##s']"
1234,"##ili
","['il', '##i']"
1235,"##js
","['j', '##s']"
1236,"pres
","['pre', '##s']"
1237,"schnellen
","['sc', '##hn', '##elle', '##n']"
1238,"gle
","['g', '##le']"
1239,"ail
","['ai', '##l']"
1240,"appl
","['app', '##l']"
1241,"heterogeneity
","['het', '##ero', '##gen', '##eit', '##y']"
1242,"wou
","['wo', '##u']"
1243,"psia
","['psi', '##a']"
1244,"tolerances
","['tolerance', '##s']"
1245,"##ase
","['as', '##e']"
1246,"normalised
","['normal', '##ised']"
1247,"slag
","['sl', '##ag']"
1248,"##yn
","['y', '##n']"
1249,"sni
","['s', '##ni']"
1250,"mos
","['mo', '##s']"
1251,"##ooo
","['o', '##oo']"
1252,"ewe
","['e', '##we']"
1253,"bos
","['bo', '##s']"
1254,"##iva
","['iv', '##a']"
1255,"chemically
","['chemical', '##ly']"
1256,"stor
","['st', '##or']"
1257,"axisymmetric
","['axis', '##ym', '##metric']"
1258,"##rmalhydraulic
","['rm', '##al', '##hy', '##dra', '##uli', '##c']"
